@relation digTest5k

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 numeric
@attribute f68 numeric
@attribute f69 numeric
@attribute f70 numeric
@attribute f71 numeric
@attribute f72 numeric
@attribute f73 numeric
@attribute f74 numeric
@attribute f75 numeric
@attribute f76 numeric
@attribute f77 numeric
@attribute f78 numeric
@attribute f79 numeric
@attribute f80 numeric
@attribute f81 numeric
@attribute f82 numeric
@attribute f83 numeric
@attribute f84 numeric
@attribute f85 numeric
@attribute f86 numeric
@attribute f87 numeric
@attribute f88 numeric
@attribute f89 numeric
@attribute f90 numeric
@attribute f91 numeric
@attribute f92 numeric
@attribute f93 numeric
@attribute f94 numeric
@attribute f95 numeric
@attribute f96 numeric
@attribute f97 numeric
@attribute f98 numeric
@attribute f99 numeric
@attribute f100 numeric
@attribute f101 numeric
@attribute f102 numeric
@attribute f103 numeric
@attribute f104 numeric
@attribute f105 numeric
@attribute f106 numeric
@attribute f107 numeric
@attribute f108 numeric
@attribute f109 numeric
@attribute f110 numeric
@attribute f111 numeric
@attribute f112 numeric
@attribute f113 numeric
@attribute f114 numeric
@attribute f115 numeric
@attribute f116 numeric
@attribute f117 numeric
@attribute f118 numeric
@attribute f119 numeric
@attribute f120 numeric
@attribute f121 numeric
@attribute f122 numeric
@attribute f123 numeric
@attribute f124 numeric
@attribute f125 numeric
@attribute f126 numeric
@attribute f127 numeric
@attribute f128 numeric
@attribute f129 numeric
@attribute f130 numeric
@attribute f131 numeric
@attribute f132 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0,0,0,0,0.020619,0,0,0,0,0,0,0,0.14433,0.01227,0.055215,0.018405,0,0.01227,0.030675,0,0,0.153846,0,0,0,0,0.087629,0,0,0,0,0.039948,0,0,0.003866,0.01227,0.030675,0.042945,0.03681,0.04908,0.018405,0.02454,0.02454,0.244344,0,0,0.024485,0.009021,0,0,0,0.032216,0,0,0,0.076031,0.007732,0.06135,0.018405,0.02454,0.006135,0.02454,0.03681,0.030675,0.01227,0.180995,0,0,0.027062,0,0.001289,0,0,0.028351,0.005155,0,0.036082,0.030928,0,0.055215,0.030675,0.01227,0,0.067485,0.04908,0.01227,0.01227,0.248869,0,0,0,0,0,0,0,0,0,0,0,0.252577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002577,0,0.059278,0.110825,0,0.07362,0.006135,0,0,0.067485,0.01227,0.01227,0.006135,0.171946,9
0,0,0,0,0,0,0.032536,0,0,0,0,0,0.133014,0.010526,0.057895,0.021053,0,0.010526,0.031579,0.010526,0,0.168784,0,0,0,0.000957,0,0,0.027751,0,0,0.200957,0,0,0,0,0,0.015789,0,0.026316,0.010526,0.005263,0.005263,0.047187,0,0.063158,0,0,0.003828,0,0.07177,0,0,0,0,0,0.02488,0.052632,0.021053,0,0,0.052632,0.021053,0,0,0.172414,0,0.02201,0,0,0,0.015311,0.030622,0,0,0.125359,0,0,0,0,0.026316,0.031579,0.021053,0.010526,0.005263,0,0,0.116152,0,0.086124,0,0,0.003828,0,0,0,0,0,0,0.042105,0,0.031579,0,0.026316,0.042105,0.015789,0,0.052632,0.042105,0.232305,0,0.021053,0,0,0.053589,0,0,0,0,0,0.041148,0,0,0.047368,0.036842,0.042105,0.010526,0.036842,0.057895,0.089474,0.021053,0.263158,6
0,0,0,0,0.008627,0,0,0,0,0,0,0,0.112941,0.015385,0.084615,0.053846,0.007692,0,0,0,0,0.210593,0,0,0,0,0.014118,0,0,0,0,0.168627,0,0,0,0,0,0.084615,0.061538,0.038462,0,0,0,0.129887,0,0,0,0,0.139608,0,0,0,0,0,0,0,0.011765,0.076923,0.030769,0,0,0,0,0,0,0.162673,0,0,0,0,0.175686,0,0,0,0,0.01098,0.003922,0,0,0,0,0,0.030769,0.061538,0.015385,0,0,0.117276,0,0,0,0,0.121569,0,0,0,0,0,0,0.031373,0,0.069231,0,0,0,0,0,0.115385,0.053846,0.218159,0,0,0,0,0.094902,0,0,0,0,0,0.105882,0,0,0,0,0,0,0.030769,0.084615,0.084615,0,0.161412,0
0,0.009524,0,0,0,0.006803,0,0,0.001361,0.014966,0,0,0.134694,0.037313,0.044776,0.014925,0.014925,0.059701,0.022388,0,0.007463,0.165517,0,0,0,0,0,0.068027,0,0,0,0.167347,0,0,0,0.029851,0,0.022388,0.007463,0.029851,0,0,0,0.050575,0,0.004082,0,0,0.005442,0.001361,0,0.020408,0,0,0,0.065306,0.012245,0.037313,0.037313,0.029851,0.007463,0,0.029851,0.074627,0.007463,0.264368,0,0,0.019048,0,0.002721,0.006803,0,0.002721,0.013605,0,0.034014,0.004082,0,0.029851,0.029851,0.059701,0,0.067164,0.052239,0.007463,0.022388,0.308046,0,0,0,0,0,0,0,0,0,0,0,0.265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010884,0,0.012245,0,0.093878,0.023129,0,0.059701,0.022388,0,0.014925,0.037313,0.037313,0.029851,0.014925,0.211494,4
0,0,0.015641,0,0,0.001043,0,0,0.088634,0.001043,0,0.01877,0.01877,0.023923,0.023923,0.076555,0.009569,0,0.004785,0.08134,0,0.18197,0,0,0,0,0,0,0.009385,0,0.003128,0.16684,0,0,0,0,0.009569,0.019139,0.014354,0.023923,0.019139,0.014354,0.009569,0.125209,0,0,0.010428,0,0,0,0,0,0.076121,0,0,0.055266,0,0.019139,0.019139,0.038278,0,0,0.004785,0.062201,0.004785,0.185309,0,0,0.002086,0,0,0,0.028154,0,0.029197,0.104275,0,0,0,0,0,0.033493,0.043062,0.014354,0.004785,0.028708,0.023923,0.15025,0.014599,0,0,0,0.002086,0,0,0,0.100104,0,0,0.096976,0,0.014354,0.014354,0.043062,0.009569,0.009569,0.004785,0.047847,0.009569,0.133556,0.027112,0,0,0,0,0,0,0,0.087591,0.004171,0.038582,0,0,0.019139,0.023923,0.038278,0.009569,0.023923,0.033493,0.057416,0.014354,0.223706,3
0,0,0,0,0,0,0.020556,0,0.000605,0,0,0,0.135429,0.013889,0.046296,0.027778,0.009259,0.00463,0.032407,0.018519,0.00463,0.179567,0,0,0,0,0,0,0.027811,0.002418,0,0.001814,0.122733,0,0,0,0,0.106481,0.00463,0.009259,0.013889,0.097222,0.00463,0.184211,0,0.002418,0.000605,0,0,0,0.066505,0,0.015115,0,0,0.004232,0.017533,0.018519,0.037037,0.050926,0.032407,0.00463,0.027778,0.060185,0.023148,0.30805,0,0,0,0,0,0,0.042322,0,0,0,0.181378,0,0,0,0,0,0.009259,0.00463,0,0,0,0.00774,0.067715,0,0,0,0.001814,0,0,0.000605,0.035671,0,0.008464,0.027207,0,0.037037,0.037037,0.046296,0.013889,0.023148,0.023148,0.060185,0.041667,0.256966,0,0,0,0,0,0,0.003023,0,0,0,0.214027,0,0,0,0,0,0.009259,0.023148,0.018519,0.00463,0,0.063467,5
0,0,0,0,0,0,0,0,0,0,0,0,0.241299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006961,0.00232,0,0,0.034803,0,0.046404,0.101124,0.033708,0.05618,0.011236,0.089888,0.05618,0,0.011236,0.313253,0,0,0,0,0,0,0,0,0,0,0,0,0.155452,0.089888,0.05618,0,0,0,0,0,0,0.148594,0,0,0,0,0,0,0,0,0,0,0.183295,0,0,0,0,0,0,0.11236,0.033708,0,0,0.15261,0,0,0,0,0,0,0,0,0,0,0.023202,0,0.023202,0.123596,0.033708,0,0,0.067416,0.033708,0.044944,0,0.369478,0,0,0,0,0,0,0,0,0,0,0.283063,0,0,0,0,0,0,0.033708,0.011236,0,0,0.016064,1
0,0,0,0,0,0,0,0.003861,0.03861,0,0,0.06435,0.024453,0.016129,0.024194,0.104839,0,0,0.008065,0.104839,0.008065,0.195767,0,0,0,0,0,0,0,0,0.043758,0.007722,0.011583,0,0,0.008065,0.024194,0.104839,0.024194,0.032258,0.032258,0.064516,0.008065,0.365079,0,0,0,0,0,0,0,0,0.079794,0,0,0.14157,0,0.008065,0.016129,0,0,0,0,0,0,0.010582,0,0,0,0,0,0,0,0,0.023166,0,0.120978,0,0,0.024194,0.040323,0,0,0.024194,0.064516,0.008065,0,0.198413,0,0,0,0,0,0,0,0,0.01287,0,0,0.177606,0,0.048387,0.032258,0,0,0,0,0.016129,0.024194,0.15873,0,0,0,0,0,0,0.030888,0,0,0,0.21879,0,0,0,0,0,0.024194,0.048387,0.024194,0.032258,0,0.071429,7
0,0,0.000966,0,0,0,0,0,0.057971,0.003865,0,0,0.081159,0.04,0.026667,0.046667,0.013333,0,0.006667,0.033333,0.02,0.192744,0,0,0,0,0,0,0.003865,0,0,0.200966,0,0,0,0,0,0,0.013333,0.053333,0.006667,0,0,0.049887,0,0,0,0,0,0,0.015459,0,0.050242,0,0,0,0.074396,0.026667,0.053333,0.013333,0,0.033333,0.033333,0.006667,0.006667,0.201814,0,0,0,0,0,0,0.03285,0,0,0.188406,0,0,0,0,0,0,0,0.006667,0.013333,0,0,0.011338,0,0.021256,0,0,0,0,0.06087,0,0,0,0,0.019324,0.010628,0.033333,0.04,0.046667,0.026667,0.013333,0.026667,0.086667,0.033333,0.349206,0,0.005797,0,0,0,0.016425,0.02029,0,0,0.101449,0.033816,0,0,0,0.013333,0.1,0,0.006667,0.04,0.08,0,0.195011,2
0,0,0,0,0,0,0.001242,0,0,0,0,0,0.201242,0.005405,0.037838,0.010811,0,0,0.010811,0,0,0.082117,0,0,0,0,0.001242,0,0.065839,0,0,0.118012,0,0,0.014907,0.005405,0.016216,0.021622,0.010811,0.016216,0.032432,0.021622,0,0.109489,0,0.040994,0,0,0.014907,0,0.034783,0,0.001242,0,0,0,0.04472,0.027027,0.043243,0.010811,0,0.032432,0.037838,0,0.005405,0.178832,0,0.017391,0,0,0.002484,0,0.086957,0,0,0.070807,0,0,0,0,0.021622,0.054054,0.010811,0.021622,0.010811,0.021622,0.005405,0.142336,0,0.019876,0,0,0.036025,0,0,0,0,0,0,0.063354,0,0.054054,0.010811,0.027027,0.027027,0.021622,0,0.043243,0.054054,0.262774,0,0,0,0,0.085714,0,0,0,0,0,0.078261,0,0,0.027027,0.032432,0.021622,0.010811,0.054054,0.048649,0.075676,0,0.224453,6
0,0,0,0.032805,0.032805,0,0,0,0,0,0,0,0.074661,0.02907,0.046512,0.040698,0,0.023256,0.02907,0.023256,0,0.197652,0,0,0,0.050905,0.044118,0,0.001131,0.004525,0,0.020362,0.019231,0,0.003394,0.017442,0.017442,0.069767,0.034884,0.034884,0.023256,0.052326,0.023256,0.221135,0,0,0,0,0.035068,0,0,0,0.020362,0,0,0.099548,0,0.023256,0.005814,0.034884,0.017442,0.005814,0,0.052326,0.02907,0.172211,0,0,0,0,0.00905,0,0,0,0.003394,0,0.135747,0,0,0.02907,0.023256,0.005814,0,0.063953,0.023256,0.005814,0.005814,0.213307,0,0,0,0,0,0,0,0,0.030543,0,0,0.20362,0,0.040698,0.017442,0,0,0,0,0.011628,0,0.035225,0,0,0,0,0,0,0,0,0,0,0.178733,0,0,0.02907,0,0,0,0.075581,0.005814,0.02907,0,0.16047,9
0,0,0,0,0.050104,0.002088,0,0,0,0,0,0.014614,0.068894,0.014815,0.044444,0.088889,0.007407,0,0,0.022222,0.02963,0.201183,0,0,0,0,0.052192,0,0.002088,0,0,0.017745,0.046973,0,0.015658,0,0.014815,0.088889,0.02963,0.037037,0.037037,0.022222,0,0.202663,0,0,0,0,0.005219,0,0,0,0.114823,0,0,0.087683,0,0.007407,0.037037,0.007407,0,0,0,0.022222,0.059259,0.099112,0,0,0,0,0.018789,0,0.046973,0,0,0,0.087683,0,0,0,0,0,0.02963,0.051852,0.022222,0,0,0.176036,0,0,0,0,0.036534,0,0,0,0.025052,0,0,0.09499,0,0.059259,0.044444,0,0,0,0,0.081481,0.007407,0.199704,0,0,0,0,0.060543,0,0.001044,0,0,0,0.150313,0,0,0,0,0,0.007407,0.02963,0.066667,0.02963,0,0.121302,8
0,0.009926,0,0,0.037221,0.014888,0,0,0,0.032258,0,0,0.07196,0.057554,0.021583,0.043165,0.014388,0.028777,0.028777,0.014388,0.007194,0.154856,0,0,0,0,0.019851,0,0,0,0,0.156328,0,0,0,0,0,0.057554,0.035971,0.007194,0.007194,0.021583,0.021583,0.144357,0,0,0,0,0.16129,0,0,0,0,0,0,0,0.014888,0.05036,0.014388,0.007194,0,0.057554,0.007194,0,0,0.144357,0,0,0,0,0.193548,0,0,0,0,0,0,0,0,0.028777,0.007194,0,0,0.064748,0,0,0.028777,0.125984,0,0,0,0,0.062035,0,0,0,0,0,0,0.066998,0,0.028777,0,0.035971,0.028777,0,0,0.05036,0.043165,0.230971,0,0,0,0,0.054591,0,0,0,0,0,0.104218,0,0,0,0.035971,0.028777,0,0.014388,0.05036,0.05036,0,0.199475,0
0,0,0,0,0,0.045302,0,0,0.001678,0,0,0,0.161074,0.030075,0.022556,0.030075,0,0.06015,0.007519,0,0.007519,0.113043,0,0,0,0,0,0.135906,0,0,0,0.010067,0.006711,0,0.036913,0.052632,0.022556,0.022556,0.007519,0.067669,0.007519,0,0,0.136957,0,0.008389,0,0,0,0.016779,0,0.005034,0,0,0,0,0.04698,0.037594,0.052632,0.030075,0.007519,0.015038,0.022556,0.022556,0,0.282609,0,0,0.001678,0,0,0.030201,0,0.010067,0,0,0.060403,0,0,0.007519,0.037594,0.022556,0.007519,0.052632,0.037594,0.022556,0.007519,0.25,0,0,0,0,0,0,0,0.053691,0,0,0,0.194631,0,0.022556,0,0,0,0,0.022556,0.045113,0.007519,0.06087,0,0,0,0,0,0,0,0.020134,0,0,0.115772,0.038591,0,0.075188,0,0,0,0.052632,0.022556,0.022556,0.007519,0.156522,4
0,0,0.048429,0,0,0,0,0.001309,0.057592,0,0,0.017016,0.056283,0.011628,0.034884,0.046512,0,0,0.02907,0.034884,0.011628,0.120083,0,0,0.03534,0,0,0,0.001309,0,0.032723,0.079843,0,0,0,0.023256,0.005814,0.034884,0.02907,0.046512,0.017442,0.005814,0.02907,0.198758,0,0,0.006545,0,0,0,0,0,0.112565,0,0,0.058901,0,0.017442,0.023256,0.040698,0,0,0.005814,0.052326,0,0.124224,0,0,0.001309,0,0,0,0.024869,0,0.044503,0.037958,0,0,0,0,0.023256,0.02907,0.02907,0.034884,0.017442,0.040698,0.023256,0.26294,0.015707,0,0,0,0,0,0,0,0.109948,0,0.003927,0.079843,0,0.017442,0.023256,0.023256,0.011628,0.005814,0.005814,0.040698,0.005814,0.10352,0.001309,0,0,0,0,0,0,0,0.058901,0,0.113874,0,0,0.011628,0.046512,0.005814,0,0.017442,0.05814,0.02907,0,0.190476,3
0,0,0,0,0,0,0,0,0.034091,0,0,0.045455,0.034091,0.11236,0.011236,0.033708,0,0,0,0,0.022472,0.185484,0,0,0,0,0,0,0,0,0,0.215909,0,0,0,0,0,0.011236,0.022472,0.134831,0,0,0,0.149194,0,0,0,0,0,0,0,0,0.170455,0,0,0.159091,0,0.134831,0.011236,0,0,0,0,0,0.011236,0.108871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157303,0,0,0,0.225806,0,0,0,0,0,0,0,0,0.011364,0,0,0.193182,0,0.134831,0.011236,0,0,0,0,0.011236,0.011236,0.153226,0,0,0,0,0,0,0.102273,0,0,0,0.034091,0,0,0,0,0,0.011236,0.101124,0.033708,0.022472,0,0.177419,1
0,0,0,0,0,0,0.030403,0,0,0,0,0,0.098603,0.005348,0.058824,0.064171,0.010695,0.005348,0.026738,0.016043,0,0.258517,0,0,0,0,0,0,0.045193,0,0,0.00986,0.10189,0,0,0,0,0.101604,0.010695,0,0.016043,0.101604,0,0.190381,0,0,0,0,0,0,0.002465,0,0.165982,0,0,0,0,0,0.005348,0.010695,0.016043,0,0,0.074866,0.037433,0.162325,0,0,0,0,0,0,0.031224,0,0.005752,0,0.16023,0,0,0.005348,0,0.005348,0.026738,0.026738,0,0,0.02139,0.092184,0.064092,0,0,0,0,0,0,0,0.056697,0,0.015612,0.013969,0,0.02139,0.026738,0.074866,0.016043,0.010695,0.016043,0.074866,0.02139,0.206413,0.000822,0,0,0,0,0,0,0,0.004108,0,0.193098,0,0,0.010695,0.016043,0,0,0.026738,0.02139,0.016043,0,0.09018,5
0,0,0.034451,0,0,0,0,0,0.05121,0,0,0.029795,0.028864,0.013514,0.02027,0.087838,0,0.013514,0.02027,0.054054,0.027027,0.191441,0,0,0.03352,0,0,0.006518,0,0,0.034451,0.000931,0.022346,0,0.003724,0.040541,0.033784,0.074324,0.02027,0.060811,0.033784,0.060811,0.006757,0.328829,0,0,0,0,0,0,0,0,0.145251,0,0,0.069832,0,0.006757,0.02027,0,0,0,0,0,0,0.02027,0,0,0,0,0,0,0,0,0.026071,0,0.122905,0,0,0.033784,0.040541,0,0,0.047297,0.054054,0,0,0.213964,0,0,0,0,0,0,0,0,0.047486,0,0.026071,0.077281,0,0.040541,0.054054,0,0,0.027027,0.040541,0.013514,0.013514,0.211712,0,0,0,0,0,0,0,0,0,0,0.239292,0,0,0,0,0,0,0.013514,0.02027,0.006757,0,0.033784,7
0,0,0.034833,0,0,0,0,0,0.040639,0,0,0,0.101597,0.011561,0.028902,0.052023,0,0,0.017341,0.057803,0,0.139485,0,0,0.013062,0,0.014514,0,0.026125,0,0.005806,0.053701,0,0,0.004354,0.00578,0.028902,0.075145,0.011561,0.017341,0.040462,0.034682,0.00578,0.251073,0,0,0,0,0,0,0.029028,0,0.087083,0,0,0,0.043541,0,0.057803,0.034682,0,0.00578,0.028902,0.017341,0,0.165236,0,0,0,0,0,0,0.195936,0,0,0.047896,0,0,0,0,0.00578,0,0,0.00578,0.023121,0.028902,0,0.064378,0,0,0,0,0,0,0.065312,0,0,0,0,0.049347,0.001451,0.023121,0.00578,0.040462,0.023121,0.00578,0.00578,0.063584,0.034682,0.229614,0,0,0,0,0,0,0.130624,0,0,0.026125,0.029028,0,0,0,0,0.098266,0,0,0.023121,0.080925,0,0.150215,2
0,0,0,0,0,0,0.034519,0,0,0.062762,0,0,0.077406,0.031447,0.056604,0.012579,0,0.056604,0.037736,0,0,0.142165,0,0,0,0,0,0,0,0,0,0.282427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096234,0,0,0,0.056485,0.006276,0,0,0.004184,0,0,0.004184,0.09434,0.012579,0,0.006289,0.081761,0.006289,0,0,0.153473,0,0,0,0,0.046025,0.037657,0,0,0,0.033473,0.001046,0,0,0.025157,0.044025,0.037736,0.025157,0.056604,0.006289,0,0,0.253635,0.001046,0.024059,0,0,0.001046,0.024059,0,0,0,0,0,0.084728,0,0.069182,0,0.018868,0.050314,0.006289,0,0.031447,0.069182,0.203554,0.001046,0,0,0,0.032427,0,0,0,0,0,0.088912,0,0,0,0.006289,0.006289,0,0.025157,0.062893,0.050314,0.012579,0.247173,6
0,0,0,0,0.026432,0,0,0,0,0,0,0,0.132159,0.015625,0.0625,0.0625,0,0,0,0,0,0.158451,0,0,0,0,0.040749,0,0,0.002203,0,0.014317,0.035242,0,0.008811,0.007812,0.007812,0.101562,0.023438,0.046875,0.039062,0.007812,0.007812,0.25,0,0,0.018722,0,0.035242,0,0,0.002203,0.02533,0,0,0.037445,0.003304,0.054688,0.03125,0,0,0,0.03125,0.078125,0.023438,0.216549,0,0,0,0,0.005507,0,0,0,0,0,0.140969,0,0,0.007812,0.015625,0,0,0.054688,0.054688,0.007812,0.007812,0.177817,0,0,0,0,0,0,0,0,0.037445,0,0.009912,0.151982,0,0.046875,0.054688,0,0,0.015625,0.023438,0.023438,0.015625,0.15669,0,0,0,0,0,0,0,0,0,0,0.272026,0,0,0,0,0,0,0.03125,0.039062,0,0,0.040493,9
0,0,0,0,0.051102,0,0,0,0,0,0,0.00501,0.07515,0.014184,0.042553,0.106383,0,0,0,0.007092,0.014184,0.202341,0,0,0,0,0.04008,0,0.009018,0,0,0.001002,0.073146,0,0.004008,0,0.007092,0.12766,0.021277,0.042553,0.021277,0.06383,0,0.20903,0,0,0,0,0.007014,0,0,0,0.103206,0,0,0.048096,0,0.007092,0.035461,0.014184,0,0,0,0.056738,0.042553,0.157191,0,0,0,0,0.01002,0,0,0,0,0,0.170341,0,0,0,0,0,0,0.035461,0.049645,0,0,0.120401,0,0,0,0,0.046092,0,0,0,0.029058,0,0.00501,0.056112,0,0.056738,0.042553,0,0,0.007092,0.014184,0.099291,0,0.264214,0,0,0,0,0,0,0,0,0,0,0.266533,0,0,0,0,0,0,0.042553,0.028369,0,0,0.046823,8
0,0,0,0,0.037634,0,0,0,0,0,0,0,0.088172,0.034783,0.078261,0.06087,0,0,0,0,0,0.218447,0,0,0,0,0.032258,0,0,0,0,0.136559,0,0,0,0,0,0.034783,0.095652,0.026087,0,0,0,0.153722,0,0,0,0,0.168817,0,0,0,0,0,0,0.001075,0.009677,0.095652,0.017391,0,0,0,0,0,0.008696,0.13754,0,0,0,0,0.180645,0,0,0,0,0.006452,0,0,0,0,0,0,0.017391,0.104348,0,0,0,0.126214,0,0,0,0,0.12043,0,0,0,0,0,0,0.043011,0,0.086957,0,0,0,0,0,0.095652,0.043478,0.190939,0,0,0,0,0.096774,0,0,0,0,0,0.078495,0,0,0,0,0,0,0.043478,0.078261,0.078261,0,0.173139,0
0,0.013133,0,0,0,0.04878,0,0,0,0.018762,0,0,0.12758,0.042857,0.021429,0.014286,0.014286,0.042857,0.014286,0,0,0.106754,0,0,0,0,0,0.153846,0,0,0,0.061914,0,0,0,0.028571,0.021429,0.014286,0.007143,0.042857,0.007143,0,0,0.098039,0,0.035647,0,0,0.013133,0.045028,0,0,0.001876,0,0,0,0.065666,0.035714,0.035714,0.021429,0.007143,0.05,0.014286,0,0.007143,0.16122,0,0,0,0,0,0.120075,0,0,0,0,0.028143,0,0,0.042857,0.021429,0.042857,0,0.057143,0.014286,0,0,0.176471,0,0,0,0,0,0,0,0.054409,0,0,0,0.06379,0.001876,0.042857,0.021429,0.014286,0,0,0.035714,0.064286,0.007143,0.244009,0,0,0.013133,0,0.003752,0,0,0.009381,0,0,0.116323,0.003752,0,0.035714,0.014286,0,0,0.035714,0.042857,0.057143,0.007143,0.213508,4
0,0,0,0,0,0,0,0,0.076259,0,0,0,0.135252,0.014085,0.007042,0.035211,0,0,0,0.028169,0.007042,0.063768,0,0,0.007194,0,0,0,0.008633,0,0.057554,0.031655,0,0,0,0.014085,0.028169,0.077465,0.021127,0.049296,0.028169,0.028169,0.021127,0.278261,0,0,0,0,0,0,0,0,0.07482,0,0,0,0.130935,0.014085,0.014085,0.028169,0,0,0,0.028169,0.007042,0.075362,0,0,0.007194,0,0,0,0.01295,0,0.090647,0.008633,0,0,0,0.021127,0.007042,0,0.028169,0.056338,0.014085,0.028169,0.035211,0.249275,0,0,0,0,0,0,0,0,0.064748,0,0.01295,0.005755,0.099281,0.007042,0.021127,0.070423,0,0,0.014085,0.056338,0.014085,0.15942,0,0,0,0,0,0,0,0,0.053237,0,0.122302,0,0,0.014085,0.042254,0.014085,0,0.021127,0.056338,0.028169,0,0.173913,3
0,0,0,0,0,0,0,0,0.04712,0,0,0,0.219895,0.078652,0.011236,0.022472,0,0,0,0,0.022472,0.082969,0,0,0,0,0,0,0,0,0.015707,0.068063,0,0,0,0.022472,0,0.011236,0.033708,0.123596,0,0.011236,0.011236,0.235808,0,0,0,0,0,0,0,0,0.036649,0,0,0,0.183246,0.11236,0.033708,0.011236,0,0,0,0,0,0.122271,0,0,0,0,0,0,0,0,0,0,0.125654,0,0,0,0.011236,0,0,0.123596,0.033708,0,0,0.200873,0,0,0,0,0,0,0,0,0,0,0,0.020942,0.026178,0.123596,0.011236,0,0,0,0,0.022472,0.022472,0.266376,0,0,0,0,0,0,0.015707,0,0,0,0.240838,0,0,0,0,0,0.011236,0.101124,0.033708,0,0,0.091703,1
0,0,0,0,0,0.007435,0.043016,0,0,0,0,0,0.082847,0.004525,0.058824,0.054299,0.00905,0.004525,0.036199,0.049774,0,0.260135,0,0,0,0,0,0.008497,0.015932,0,0,0.001593,0.126925,0,0.009559,0,0.0181,0.095023,0.00905,0.004525,0.022624,0.104072,0,0.192568,0,0,0,0,0,0,0.046203,0,0.06479,0,0,0.021774,0,0.0181,0,0.058824,0.031674,0.00905,0,0.063348,0.049774,0.261824,0,0,0,0,0,0,0.023898,0,0,0,0.191184,0,0,0,0,0,0.013575,0.013575,0,0,0,0.025338,0.028147,0,0,0,0,0,0,0,0.062135,0,0.016463,0.037175,0,0.036199,0.036199,0.040724,0.0181,0.004525,0.027149,0.054299,0.0181,0.226351,0,0,0,0,0,0,0,0,0,0,0.212427,0,0,0,0,0,0,0.0181,0.0181,0,0,0.033784,5
0,0,0,0,0,0,0,0,0.01793,0.04564,0,0.069275,0.00163,0.022222,0.007407,0.074074,0.044444,0,0,0.066667,0.051852,0.236203,0,0,0,0,0,0,0,0,0.02119,0.111654,0.00326,0,0,0,0.007407,0.096296,0.02963,0.02963,0.014815,0.051852,0.022222,0.267108,0,0,0,0,0,0,0,0,0.0652,0,0,0.156479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054605,0,0.087205,0,0,0.066667,0.044444,0,0,0.066667,0.051852,0,0.007407,0.251656,0,0,0,0,0,0,0,0,0.030155,0,0,0.158924,0,0.051852,0.037037,0,0,0,0,0.014815,0.014815,0.0883,0,0,0,0,0,0,0,0,0.000815,0,0.176039,0,0,0,0.014815,0,0,0.051852,0.059259,0,0,0.156733,7
0.005355,0.064257,0,0,0,0.013387,0.001339,0,0,0.009371,0,0,0.069612,0.04,0.04,0.034286,0.005714,0.022857,0.04,0.005714,0,0.171908,0.029451,0,0,0,0.002677,0.001339,0,0,0,0.148594,0,0,0,0.005714,0.005714,0.04,0.028571,0.022857,0.005714,0.022857,0.022857,0.142558,0.016064,0.129853,0,0,0,0.016064,0,0,0.005355,0,0,0,0.013387,0.051429,0.011429,0,0.011429,0.04,0.017143,0,0.005714,0.144654,0.179384,0,0,0,0,0,0,0,0,0.006693,0,0,0,0.045714,0,0.005714,0.011429,0.051429,0.005714,0,0.022857,0.136268,0.008032,0.058902,0,0,0,0.008032,0,0,0,0,0,0.053548,0,0.028571,0,0.045714,0.022857,0.011429,0,0.051429,0.04,0.226415,0.054886,0,0,0,0,0,0,0,0,0,0.104418,0,0,0.005714,0.034286,0.034286,0,0.011429,0.051429,0.04,0,0.178197,0
